date,store_id,product_id,category,region,inventory_level,incoming_order_qty,backorder_qty,inventory_position,pack_size,minimum_order_qty,demand_qty,point_forecast,p90_target_stock,recommended_target_stock,p90_order_qty,p95_order_qty_unconstrained,recommended_order_qty,order_constraint_applied,inventory_status,order_priority,excess_priority,excess_inventory,shortage_to_target,promotion_flag,discount_pct,price,management_action
2023-11-01,S001,P0014,Groceries,North,546,0.0,0.0,546.0,1,0,138,133.5811778522065,136.80669887418313,143.93370258140908,0,0,0,False,과잉재고,해당 없음,심각,402.0662974185909,0.0,0,10,78.12,과잉재고 긴급 관리
2023-11-01,S001,P0015,Toys,North,99,0.0,0.0,99.0,1,0,59,66.46129035036391,100.61884540692294,150.62303886594555,2,52,52,False,발주 필요,높음,해당 없음,0.0,51.623038865945546,1,15,12.01,우선 발주
2023-11-01,S001,P0016,Groceries,North,570,0.0,0.0,570.0,1,0,144,139.6986657669562,166.31158153904303,183.55573129410396,0,0,0,False,과잉재고,해당 없음,심각,386.44426870589604,0.0,1,15,38.03,과잉재고 긴급 관리
2023-11-01,S001,P0017,Toys,North,89,0.0,0.0,89.0,1,0,42,48.92122473952016,71.60908591091628,113.78595545876625,0,25,25,False,발주 필요,보통,해당 없음,0.0,24.785955458766253,0,0,19.76,발주 검토
2023-11-01,S001,P0018,Groceries,North,111,0.0,0.0,111.0,1,0,90,89.13942618851999,100.65192835850543,123.33455038761102,0,13,13,False,발주 필요,보통,해당 없음,0.0,12.334550387611017,0,0,62.25,발주 검토
2023-11-01,S001,P0019,Furniture,North,70,0.0,0.0,70.0,1,0,124,117.83505356218986,122.14917400904436,131.08178835184992,53,62,62,False,발주 필요,높음,해당 없음,0.0,61.08178835184992,1,10,119.55,우선 발주
2023-11-01,S001,P0020,Furniture,North,459,0.0,0.0,459.0,1,0,79,76.62145322649366,75.83436450602677,85.54339892966263,0,0,0,False,과잉재고,해당 없음,심각,373.45660107033734,0.0,0,10,109.01,과잉재고 긴급 관리
2023-11-01,S002,P0001,Groceries,South,173,0.0,0.0,173.0,1,0,189,183.89631197233422,195.8737737576676,216.63174081652363,23,44,44,False,발주 필요,보통,해당 없음,0.0,43.63174081652363,1,25,78.96,발주 검토
2023-11-01,S002,P0002,Toys,South,173,0.0,0.0,173.0,1,0,89,89.93432109573286,106.15191689304454,130.96926439905675,0,0,0,False,적정 재고,해당 없음,해당 없음,42.030735600943245,0.0,0,0,34.21,정상 유지
2023-11-01,S002,P0003,Groceries,South,579,0.0,0.0,579.0,1,0,99,103.58034148189174,118.44876039538435,140.5145564704244,0,0,0,False,과잉재고,해당 없음,심각,438.4854435295756,0.0,0,5,81.32,과잉재고 긴급 관리
2023-11-01,S002,P0004,Groceries,South,571,0.0,0.0,571.0,1,0,149,142.61676979764042,184.5593731531076,206.4156091665727,0,0,0,False,과잉재고,해당 없음,높음,364.5843908334273,0.0,1,20,39.41,과잉재고 관리
2023-11-01,S002,P0005,Electronics,South,598,0.0,0.0,598.0,1,0,143,145.2874172055685,153.32338589070966,173.68256850903674,0,0,0,False,과잉재고,해당 없음,심각,424.31743149096326,0.0,1,20,85.84,과잉재고 긴급 관리
2023-11-01,S002,P0006,Clothing,South,116,0.0,0.0,116.0,1,0,145,149.54757141283386,147.80426783526624,149.84569700237304,32,34,34,False,발주 필요,보통,해당 없음,0.0,33.84569700237304,0,5,76.43,발주 검토
2023-11-01,S002,P0007,Toys,South,429,0.0,0.0,429.0,1,0,44,47.327922969335155,69.36585967036017,116.17964914862023,0,0,0,False,과잉재고,해당 없음,심각,312.82035085137977,0.0,0,0,23.69,과잉재고 긴급 관리
2023-11-01,S002,P0008,Groceries,South,167,0.0,0.0,167.0,1,0,93,94.00034603442704,110.35854791405838,148.030419096127,0,0,0,False,적정 재고,해당 없음,해당 없음,18.96958090387301,0.0,0,10,24.01,정상 유지
2023-11-01,S002,P0009,Groceries,South,339,0.0,0.0,339.0,1,0,74,74.841891601183,99.64601253676265,129.40685169645587,0,0,0,False,과잉재고,해당 없음,높음,209.59314830354413,0.0,0,0,60.39,과잉재고 관리
2023-11-01,S002,P0010,Groceries,South,197,0.0,0.0,197.0,1,0,119,118.95683312174317,132.23090245674788,145.79648312220792,0,0,0,False,적정 재고,해당 없음,해당 없음,51.20351687779208,0.0,0,0,94.96,정상 유지
2023-11-01,S002,P0011,Groceries,South,475,0.0,0.0,475.0,1,0,101,100.80987001793365,111.27839816701449,139.530908684158,0,0,0,False,과잉재고,해당 없음,심각,335.469091315842,0.0,0,0,101.44,과잉재고 긴급 관리
2023-11-01,S002,P0012,Electronics,South,608,0.0,0.0,608.0,1,0,133,134.55531606264748,141.05854633175292,159.77607863019622,0,0,0,False,과잉재고,해당 없음,심각,448.22392136980375,0.0,1,10,69.8,과잉재고 긴급 관리
2023-11-01,S002,P0013,Groceries,South,213,0.0,0.0,213.0,1,0,186,187.3645937394072,194.65544242092577,208.4178179096753,0,0,0,False,적정 재고,해당 없음,해당 없음,4.582182090324693,0.0,1,20,22.91,정상 유지
2023-11-01,S002,P0014,Electronics,South,754,0.0,0.0,754.0,1,0,100,99.77274039498944,104.47007700902739,124.58881876704591,0,0,0,False,과잉재고,해당 없음,심각,629.411181232954,0.0,0,0,126.92,과잉재고 긴급 관리
2023-11-01,S002,P0015,Clothing,South,404,0.0,0.0,404.0,1,0,163,156.66522593808284,170.24334234028657,190.52175951926048,0,0,0,False,과잉재고,해당 없음,높음,213.47824048073952,0.0,1,15,71.46,과잉재고 관리
2023-11-01,S002,P0016,Clothing,South,44,0.0,0.0,44.0,1,0,149,148.94507040495492,151.62161272012537,174.3176307251674,108,131,131,False,발주 필요,긴급,해당 없음,0.0,130.3176307251674,1,10,94.0,긴급 발주
2023-11-01,S002,P0017,Toys,South,295,0.0,0.0,295.0,1,0,90,96.49487784205913,108.54989057708899,128.76616044474844,0,0,0,False,과잉재고,해당 없음,높음,166.23383955525156,0.0,0,0,20.6,과잉재고 관리
2023-11-01,S002,P0018,Clothing,South,81,0.0,0.0,81.0,1,0,97,103.0036286739263,111.97979172902602,136.87634605432618,31,56,56,False,발주 필요,높음,해당 없음,0.0,55.87634605432618,0,5,27.97,우선 발주
2023-11-01,S002,P0019,Clothing,South,284,0.0,0.0,284.0,1,0,127,125.29073351431784,137.4379676893747,159.1088585457087,0,0,0,False,과잉재고,해당 없음,주의,124.8911414542913,0.0,1,10,91.72,과잉재고 주의
2023-11-01,S002,P0020,Furniture,South,383,0.0,0.0,383.0,1,0,78,75.61455433358246,78.56152862708,86.92458577260774,0,0,0,False,과잉재고,해당 없음,심각,296.07541422739223,0.0,0,10,124.3,과잉재고 긴급 관리
2023-11-01,S003,P0001,Toys,East,208,0.0,0.0,208.0,1,0,93,92.91806621938377,112.94529207147282,151.97432756103424,0,0,0,False,적정 재고,해당 없음,해당 없음,56.025672438965756,0.0,1,10,15.04,정상 유지
2023-11-01,S003,P0002,Groceries,East,499,0.0,0.0,499.0,1,0,78,75.79820637739431,100.8979793468862,119.5119676589535,0,0,0,False,과잉재고,해당 없음,심각,379.4880323410465,0.0,0,5,49.89,과잉재고 긴급 관리
2023-11-01,S003,P0003,Electronics,East,133,0.0,0.0,133.0,1,0,137,131.45445752175115,135.20945963298604,135.20945963298604,3,3,3,False,발주 필요,보통,해당 없음,0.0,2.2094596329860394,0,10,96.64,발주 검토
2023-11-01,S003,P0004,Groceries,East,688,0.0,0.0,688.0,1,0,89,92.91881087355813,128.5834476937842,173.4106074778659,0,0,0,False,과잉재고,해당 없음,심각,514.5893925221341,0.0,1,25,17.72,과잉재고 긴급 관리
2023-11-01,S003,P0005,Toys,East,807,0.0,0.0,807.0,1,0,165,160.44651649741633,162.8455491211566,169.71950228138442,0,0,0,False,과잉재고,해당 없음,심각,637.2804977186156,0.0,1,25,22.09,과잉재고 긴급 관리
2023-11-01,S003,P0006,Toys,East,103,0.0,0.0,103.0,1,0,110,111.87156275562978,125.04688986128222,141.07571315387708,23,39,39,False,발주 필요,높음,해당 없음,0.0,38.075713153877075,0,10,37.12,우선 발주
2023-11-01,S003,P0007,Groceries,East,606,0.0,0.0,606.0,1,0,147,145.53291440725428,140.15713000363647,144.06972469463324,0,0,0,False,과잉재고,해당 없음,심각,461.93027530536676,0.0,0,10,17.91,과잉재고 긴급 관리
2023-11-01,S003,P0008,Clothing,East,307,0.0,0.0,307.0,1,0,86,86.0781947373036,96.33771221354031,105.64170074460328,0,0,0,False,과잉재고,해당 없음,높음,201.35829925539673,0.0,0,10,106.26,과잉재고 관리
2023-11-01,S003,P0009,Groceries,East,127,0.0,0.0,127.0,1,0,95,93.69404234902655,106.72092909002758,120.74228249325083,0,0,0,False,적정 재고,해당 없음,해당 없음,6.257717506749174,0.0,0,5,51.05,정상 유지
2023-11-01,S003,P0010,Groceries,East,185,0.0,0.0,185.0,1,0,99,94.43148328365163,127.81078195356322,149.4217841031566,0,0,0,False,적정 재고,해당 없음,해당 없음,35.5782158968434,0.0,0,10,37.24,정상 유지
2023-11-01,S003,P0011,Electronics,East,156,0.0,0.0,156.0,1,0,93,93.3395566205886,101.65135695454117,117.53602756816716,0,0,0,False,적정 재고,해당 없음,해당 없음,38.46397243183284,0.0,0,10,116.36,정상 유지
2023-11-01,S003,P0012,Furniture,East,184,0.0,0.0,184.0,1,0,72,73.82762558423306,78.95993964489591,102.92712857180985,0,0,0,False,과잉재고,해당 없음,주의,81.07287142819015,0.0,1,10,88.06,과잉재고 주의
2023-11-01,S003,P0013,Groceries,East,940,0.0,0.0,940.0,1,0,118,119.98424271679842,137.91310998035263,169.659144320747,0,0,0,False,과잉재고,해당 없음,심각,770.340855679253,0.0,1,15,69.55,과잉재고 긴급 관리
2023-11-01,S003,P0014,Groceries,East,164,0.0,0.0,164.0,1,0,107,103.7964076584919,115.90385439573414,134.47206163676412,0,0,0,False,적정 재고,해당 없음,해당 없음,29.527938363235876,0.0,0,10,88.05,정상 유지
2023-11-01,S003,P0015,Groceries,East,677,0.0,0.0,677.0,1,0,125,126.22314169830948,144.06115898935755,174.30908722084973,0,0,0,False,과잉재고,해당 없음,심각,502.69091277915027,0.0,1,10,101.26,과잉재고 긴급 관리
2023-11-01,S003,P0016,Electronics,East,96,0.0,0.0,96.0,1,0,120,114.96766423334128,126.64865667924244,154.02841920343968,31,59,59,False,발주 필요,높음,해당 없음,0.0,58.02841920343968,1,15,92.12,우선 발주
2023-11-01,S003,P0017,Furniture,East,548,0.0,0.0,548.0,1,0,106,104.36374289770094,105.45881342897259,105.45881342897259,0,0,0,False,과잉재고,해당 없음,심각,442.5411865710274,0.0,0,10,128.27,과잉재고 긴급 관리
2023-11-01,S003,P0018,Furniture,East,359,0.0,0.0,359.0,1,0,96,91.29048283613191,93.60871971944206,95.46790789612443,0,0,0,False,과잉재고,해당 없음,심각,263.5320921038756,0.0,0,5,137.8,과잉재고 긴급 관리
2023-11-01,S003,P0019,Groceries,East,103,0.0,0.0,103.0,1,0,156,155.8722180914802,161.02542982259277,175.50469830062485,59,73,73,False,발주 필요,높음,해당 없음,0.0,72.50469830062485,1,20,52.63,우선 발주
2023-11-01,S003,P0020,Clothing,East,653,0.0,0.0,653.0,1,0,128,125.87019188304984,125.77071703849852,125.77071703849852,0,0,0,False,과잉재고,해당 없음,심각,527.2292829615014,0.0,0,10,74.21,과잉재고 긴급 관리
2023-11-01,S004,P0001,Groceries,West,568,0.0,0.0,568.0,1,0,134,130.8247632534484,154.76966265005555,185.44457879271394,0,0,0,False,과잉재고,해당 없음,심각,382.55542120728603,0.0,1,25,9.31,과잉재고 긴급 관리
2023-11-01,S004,P0002,Groceries,West,284,0.0,0.0,284.0,1,0,124,123.0660192748444,126.83063496866073,145.2335822190297,0,0,0,False,과잉재고,해당 없음,주의,138.7664177809703,0.0,0,10,19.86,과잉재고 주의
2023-11-01,S004,P0003,Furniture,West,176,0.0,0.0,176.0,1,0,69,72.73068989872998,80.18162713922209,90.845829850975,0,0,0,False,과잉재고,해당 없음,주의,85.154170149025,0.0,0,0,144.35,과잉재고 주의
2023-11-01,S004,P0004,Groceries,West,315,0.0,0.0,315.0,1,0,49,61.15744356451372,140.28105367425636,170.63847844273806,0,0,0,False,과잉재고,해당 없음,주의,144.36152155726194,0.0,1,20,37.98,과잉재고 주의
2023-11-01,S004,P0005,Clothing,West,130,0.0,0.0,130.0,1,0,133,137.797271071792,147.92706326006936,164.13334590791732,18,35,35,False,발주 필요,보통,해당 없음,0.0,34.13334590791732,1,25,64.94,발주 검토
2023-11-01,S004,P0006,Groceries,West,359,0.0,0.0,359.0,1,0,114,107.82935976199488,136.59400504702333,154.31287384995605,0,0,0,False,과잉재고,해당 없음,높음,204.68712615004395,0.0,0,10,34.62,과잉재고 관리
2023-11-01,S004,P0007,Groceries,West,410,0.0,0.0,410.0,1,0,79,84.92444489173626,112.66975973516317,147.94102441173865,0,0,0,False,과잉재고,해당 없음,높음,262.0589755882613,0.0,0,5,26.9,과잉재고 관리
2023-11-01,S004,P0008,Furniture,West,99,0.0,0.0,99.0,1,0,83,85.4643642798946,93.13301113993116,95.6200056531694,0,0,0,False,적정 재고,해당 없음,해당 없음,3.3799943468305997,0.0,0,10,96.43,정상 유지
2023-11-01,S004,P0009,Clothing,West,96,0.0,0.0,96.0,1,0,82,79.42451010847509,91.30939103517952,105.61890199210231,0,10,10,False,발주 필요,보통,해당 없음,0.0,9.618901992102309,0,0,116.32,발주 검토
2023-11-01,S004,P0010,Groceries,West,564,0.0,0.0,564.0,1,0,93,89.66640039359788,106.68262874702533,137.53659619683822,0,0,0,False,과잉재고,해당 없음,심각,426.4634038031618,0.0,0,0,25.5,과잉재고 긴급 관리
2023-11-01,S004,P0011,Clothing,West,704,0.0,0.0,704.0,1,0,161,153.66331508881257,155.29462263564656,155.29462263564656,0,0,0,False,과잉재고,해당 없음,심각,548.7053773643535,0.0,0,10,65.51,과잉재고 긴급 관리
2023-11-01,S004,P0012,Electronics,West,84,0.0,0.0,84.0,1,0,220,216.54005683266578,216.54377796497081,216.54377796497081,133,133,133,False,발주 필요,긴급,해당 없음,0.0,132.54377796497081,1,15,146.04,긴급 발주
2023-11-01,S004,P0013,Groceries,West,446,0.0,0.0,446.0,1,0,209,197.25976782022687,195.1276166804805,195.1276166804805,0,0,0,False,과잉재고,해당 없음,높음,250.8723833195195,0.0,1,25,22.19,과잉재고 관리
2023-11-01,S004,P0014,Furniture,West,94,0.0,0.0,94.0,1,0,55,57.17530205183864,64.40534374599295,79.10246441254135,0,0,0,False,적정 재고,해당 없음,해당 없음,14.897535587458648,0.0,0,0,156.01,정상 유지
2023-11-01,S004,P0015,Furniture,West,215,0.0,0.0,215.0,1,0,80,82.12004070895406,91.6451352636117,103.8298301124484,0,0,0,False,과잉재고,해당 없음,높음,111.1701698875516,0.0,1,10,93.69,과잉재고 관리
2023-11-01,S004,P0016,Furniture,West,350,0.0,0.0,350.0,1,0,111,105.9413915832395,111.83475015799793,119.75382495545773,0,0,0,False,과잉재고,해당 없음,높음,230.24617504454227,0.0,1,10,120.04,과잉재고 관리
2023-11-01,S004,P0017,Clothing,West,156,0.0,0.0,156.0,1,0,88,86.2695356181808,100.18106307511978,111.14752317741436,0,0,0,False,적정 재고,해당 없음,해당 없음,44.85247682258564,0.0,0,0,100.08,정상 유지
2023-11-01,S004,P0018,Furniture,West,97,0.0,0.0,97.0,1,0,80,79.02310299886305,84.5266926601564,97.965647190767,0,1,1,False,발주 필요,보통,해당 없음,0.0,0.965647190767001,0,10,156.33,발주 검토
2023-11-01,S004,P0019,Clothing,West,117,0.0,0.0,117.0,1,0,120,121.69295273356258,134.35206447422885,147.6942853570352,18,31,31,False,발주 필요,보통,해당 없음,0.0,30.6942853570352,1,10,61.45,발주 검토
2023-11-01,S004,P0020,Furniture,West,52,0.0,0.0,52.0,1,0,118,109.07671454883608,117.23638359992593,117.23638359992593,66,66,66,False,발주 필요,긴급,해당 없음,0.0,65.23638359992593,0,0,151.75,긴급 발주
2023-11-01,S005,P0001,Groceries,North,232,0.0,0.0,232.0,1,0,223,207.9738186215658,199.40625678125915,200.27224604401786,0,0,0,False,적정 재고,해당 없음,해당 없음,31.727753955982138,0.0,1,15,14.45,정상 유지
2023-11-01,S005,P0002,Electronics,North,498,0.0,0.0,498.0,1,0,61,65.97310219599174,83.35668604943749,112.33761008324632,0,0,0,False,과잉재고,해당 없음,심각,385.6623899167537,0.0,0,5,34.93,과잉재고 긴급 관리
2023-11-01,S005,P0003,Toys,North,108,0.0,0.0,108.0,1,0,57,56.94867093309073,79.56349432617061,116.35406776503584,0,9,9,False,발주 필요,보통,해당 없음,0.0,8.354067765035836,0,5,26.43,발주 검토
2023-11-01,S005,P0004,Groceries,North,144,0.0,0.0,144.0,1,0,128,131.30902985209508,154.04958446924138,181.01804953262558,11,38,38,False,발주 필요,보통,해당 없음,0.0,37.01804953262558,1,15,7.58,발주 검토
2023-11-01,S005,P0005,Groceries,North,274,0.0,0.0,274.0,1,0,115,120.52673639658839,143.9771356180101,185.3735573010868,0,0,0,False,적정 재고,해당 없음,해당 없음,88.6264426989132,0.0,1,15,14.66,정상 유지
2023-11-01,S005,P0006,Groceries,North,497,0.0,0.0,497.0,1,0,95,96.46200859732667,107.95564070277392,122.730891472282,0,0,0,False,과잉재고,해당 없음,심각,374.269108527718,0.0,0,5,56.01,과잉재고 긴급 관리
2023-11-01,S005,P0007,Groceries,North,452,0.0,0.0,452.0,1,0,84,75.63498184996169,88.80148677305111,120.91071119429033,0,0,0,False,과잉재고,해당 없음,심각,331.08928880570966,0.0,0,10,70.44,과잉재고 긴급 관리
2023-11-01,S005,P0008,Groceries,North,154,0.0,0.0,154.0,1,0,113,115.54539878714542,128.73201738084913,136.88250327389926,0,0,0,False,적정 재고,해당 없음,해당 없음,17.11749672610074,0.0,0,5,65.95,정상 유지
2023-11-01,S005,P0009,Groceries,North,653,0.0,0.0,653.0,1,0,110,107.50333359063247,113.56080560275143,133.53570438520745,0,0,0,False,과잉재고,해당 없음,심각,519.4642956147925,0.0,0,10,89.87,과잉재고 긴급 관리
2023-11-01,S005,P0010,Groceries,North,245,0.0,0.0,245.0,1,0,135,127.45982151528118,134.49492487539572,137.87152229993546,0,0,0,False,과잉재고,해당 없음,주의,107.12847770006454,0.0,0,5,63.71,과잉재고 주의
2023-11-01,S005,P0011,Electronics,North,385,0.0,0.0,385.0,1,0,139,137.9558076605798,137.19689780233315,137.19689780233315,0,0,0,False,과잉재고,해당 없음,높음,247.80310219766685,0.0,0,10,87.4,과잉재고 관리
2023-11-01,S005,P0012,Furniture,North,403,0.0,0.0,403.0,1,0,110,108.95798827507699,117.14224114670998,122.09937866804324,0,0,0,False,과잉재고,해당 없음,심각,280.90062133195676,0.0,1,20,122.84,과잉재고 긴급 관리
2023-11-01,S005,P0013,Groceries,North,86,0.0,0.0,86.0,1,0,140,144.35752371234813,160.45206173554666,183.59832812859332,75,98,98,False,발주 필요,긴급,해당 없음,0.0,97.59832812859332,1,15,72.17,긴급 발주
2023-11-01,S005,P0014,Furniture,North,451,0.0,0.0,451.0,1,0,54,56.75244790585224,68.1745337249112,89.99722080762339,0,0,0,False,과잉재고,해당 없음,심각,361.0027791923766,0.0,0,10,145.18,과잉재고 긴급 관리
2023-11-01,S005,P0015,Groceries,North,520,0.0,0.0,520.0,1,0,156,154.10300068562117,166.44092282787284,180.67144164617102,0,0,0,False,과잉재고,해당 없음,높음,339.32855835382895,0.0,1,10,53.7,과잉재고 관리
2023-11-01,S005,P0016,Toys,North,704,0.0,0.0,704.0,1,0,160,156.05146443709862,158.88604571423397,170.34140029462824,0,0,0,False,과잉재고,해당 없음,심각,533.6585997053718,0.0,1,25,33.67,과잉재고 긴급 관리
2023-11-01,S005,P0017,Toys,North,104,0.0,0.0,104.0,1,0,130,120.80684190102122,132.7817814280872,139.22778529331174,29,36,36,False,발주 필요,높음,해당 없음,0.0,35.22778529331174,0,5,39.89,우선 발주
2023-11-01,S005,P0018,Clothing,North,136,0.0,0.0,136.0,1,0,79,79.47910539193998,85.25364309610822,114.21683228812813,0,0,0,False,적정 재고,해당 없음,해당 없음,21.78316771187187,0.0,0,5,20.63,정상 유지
2023-11-01,S005,P0019,Furniture,North,317,0.0,0.0,317.0,1,0,146,138.29773311245333,141.29992873493174,141.29992873493174,0,0,0,False,과잉재고,해당 없음,높음,175.70007126506826,0.0,1,20,140.24,과잉재고 관리
2023-11-01,S005,P0020,Toys,North,115,0.0,0.0,115.0,1,0,36,41.10008746762154,73.51833805270891,114.68661054077931,0,0,0,False,적정 재고,해당 없음,해당 없음,0.31338945922068717,0.0,0,10,22.38,정상 유지
2023-11-02,S001,P0001,Electronics,North,245,0.0,0.0,245.0,1,0,128,133.6668957795232,139.0229952989556,149.57982762276552,0,0,0,False,과잉재고,해당 없음,주의,95.42017237723448,0.0,0,0,83.79,과잉재고 주의
2023-11-02,S001,P0002,Clothing,North,99,0.0,0.0,99.0,1,0,61,60.61671819707731,82.8053648474628,116.24577363194338,0,18,18,False,발주 필요,보통,해당 없음,0.0,17.24577363194338,0,0,60.86,발주 검토
2023-11-02,S001,P0003,Clothing,North,875,0.0,0.0,875.0,1,0,113,114.58482409740432,130.54118846575443,146.58417916726444,0,0,0,False,과잉재고,해당 없음,심각,728.4158208327356,0.0,0,0,61.4,과잉재고 긴급 관리
2023-11-02,S001,P0004,Electronics,North,174,0.0,0.0,174.0,1,0,66,67.59967605965211,86.2257894912273,116.87261489415594,0,0,0,False,적정 재고,해당 없음,해당 없음,57.127385105844056,0.0,0,5,97.79,정상 유지
2023-11-02,S001,P0005,Groceries,North,797,0.0,0.0,797.0,1,0,102,103.25175363910931,129.74348586188424,152.1888667328164,0,0,0,False,과잉재고,해당 없음,심각,644.8111332671835,0.0,0,5,60.15,과잉재고 긴급 관리
2023-11-02,S001,P0006,Toys,North,373,0.0,0.0,373.0,1,0,53,56.615638943141064,100.40852187667834,139.6866168227873,0,0,0,False,과잉재고,해당 없음,높음,233.3133831772127,0.0,0,10,31.82,과잉재고 관리
2023-11-02,S001,P0007,Groceries,North,596,0.0,0.0,596.0,1,0,177,177.0720481551574,186.08395128493933,194.9714174899681,0,0,0,False,과잉재고,해당 없음,심각,401.0285825100319,0.0,0,10,28.16,과잉재고 긴급 관리
2023-11-02,S001,P0008,Electronics,North,83,0.0,0.0,83.0,1,0,128,130.2221382513164,140.69004382179014,148.48233189037697,58,66,66,False,발주 필요,높음,해당 없음,0.0,65.48233189037697,0,0,49.82,우선 발주
2023-11-02,S001,P0009,Clothing,North,170,0.0,0.0,170.0,1,0,183,189.4299497853767,202.3823987984949,225.9370587430965,33,56,56,False,발주 필요,보통,해당 없음,0.0,55.937058743096486,1,20,92.26,발주 검토
2023-11-02,S001,P0010,Furniture,North,225,0.0,0.0,225.0,1,0,107,104.83737433459459,113.09510517664985,131.1525056652848,0,0,0,False,과잉재고,해당 없음,주의,93.84749433471521,0.0,1,15,121.56,과잉재고 주의
2023-11-02,S001,P0011,Furniture,North,197,0.0,0.0,197.0,1,0,71,73.6256869357349,82.39149245819497,102.12131690221591,0,0,0,False,과잉재고,해당 없음,주의,94.87868309778409,0.0,0,5,160.2,과잉재고 주의
2023-11-02,S001,P0012,Groceries,North,121,0.0,0.0,121.0,1,0,115,113.69719677378212,123.22816266928217,153.78260656915185,3,33,33,False,발주 필요,보통,해당 없음,0.0,32.78260656915185,0,5,83.18,발주 검토
2023-11-02,S001,P0013,Toys,North,177,0.0,0.0,177.0,1,0,93,92.56690559091395,104.87317692010193,134.9440835765421,0,0,0,False,적정 재고,해당 없음,해당 없음,42.05591642345789,0.0,0,10,31.23,정상 유지
2023-11-02,S001,P0014,Groceries,North,433,0.0,0.0,433.0,1,0,194,188.9307631604592,202.6312477285453,222.49588046120272,0,0,0,False,과잉재고,해당 없음,주의,210.50411953879728,0.0,1,20,80.87,과잉재고 주의
2023-11-02,S001,P0015,Toys,North,114,0.0,0.0,114.0,1,0,72,77.72943066687355,125.90426068828363,180.90949038914977,12,67,67,False,발주 필요,높음,해당 없음,0.0,66.90949038914977,1,20,12.48,우선 발주
2023-11-02,S001,P0016,Groceries,North,457,0.0,0.0,457.0,1,0,122,129.0446584345202,154.52662188349112,172.83719302859478,0,0,0,False,과잉재고,해당 없음,높음,284.1628069714052,0.0,0,10,37.66,과잉재고 관리
