date,store_id,product_id,category,base_price,actual_price,discount_pct,promotion_flag,is_holiday,stock_level_start,lead_time_days,true_demand,sales_qty,lost_sales_qty
2023-01-04,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,152,0,18,18,0
2023-01-04,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,91,0,5,5,0
2023-01-04,STR_002,PRD_03_GROC,Grocery,4.5,4.005,0.11,1,0,2593,0,261,261,0
2023-01-04,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,1234,0,129,129,0
2023-01-04,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,444,0,53,53,0
2023-01-04,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,238,0,34,34,0
2023-01-04,STR_002,PRD_07_HOME,Home,35,35,0,0,0,660,0,54,54,0
2023-01-04,STR_002,PRD_08_HOME,Home,150,150,0,0,0,210,0,24,24,0
2023-01-04,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,126,0,20,20,0
2023-01-04,STR_003,PRD_02_ELEC,Electronics,599,515.14,0.14,1,0,84,0,18,18,0
2023-01-04,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2513,0,274,274,0
2023-01-04,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,1175,0,158,158,0
2023-01-04,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,398,0,47,47,0
2023-01-04,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,199,0,54,54,0
2023-01-04,STR_003,PRD_07_HOME,Home,35,26.25,0.25,1,0,638,0,92,92,0
2023-01-04,STR_003,PRD_08_HOME,Home,150,150,0,0,0,215,0,25,25,0
2023-01-04,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,152,0,18,18,0
2023-01-04,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,87,0,8,8,0
2023-01-04,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2249,0,354,354,0
2023-01-04,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,1093,0,152,152,0
2023-01-04,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,416,0,49,49,0
2023-01-04,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,186,0,55,55,0
2023-01-04,STR_004,PRD_07_HOME,Home,35,26.6,0.24,1,0,595,0,105,105,0
2023-01-04,STR_004,PRD_08_HOME,Home,150,150,0,0,0,174,0,30,30,0
2023-01-04,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,169,0,18,18,0
2023-01-04,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,72,0,4,4,0
2023-01-04,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2630,0,235,235,0
2023-01-04,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1249,0,116,116,0
2023-01-04,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,452,0,43,43,0
2023-01-04,STR_005,PRD_06_FASH,Apparel,95,72.2,0.24,1,0,237,0,43,43,0
2023-01-04,STR_005,PRD_07_HOME,Home,35,35,0,0,0,672,0,61,61,0
2023-01-04,STR_005,PRD_08_HOME,Home,150,150,0,0,0,225,0,18,18,0
2023-01-05,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,131,0,11,11,0
2023-01-05,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,72,0,11,11,0
2023-01-05,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1893,0,356,356,0
2023-01-05,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,874,0,171,171,0
2023-01-05,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,356,0,49,49,0
2023-01-05,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,70,2,64,64,0
2023-01-05,STR_001,PRD_07_HOME,Home,35,35,0,0,0,493,0,92,92,0
2023-01-05,STR_001,PRD_08_HOME,Home,150,150,0,0,0,158,0,39,39,0
2023-01-05,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,134,0,11,11,0
2023-01-05,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,86,0,6,6,0
2023-01-05,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2332,0,251,251,0
2023-01-05,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,1105,0,124,124,0
2023-01-05,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,391,0,34,34,0
2023-01-05,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,204,0,41,41,0
2023-01-05,STR_002,PRD_07_HOME,Home,35,35,0,0,0,606,0,57,57,0
2023-01-05,STR_002,PRD_08_HOME,Home,150,150,0,0,0,186,0,18,18,0
2023-01-05,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,106,0,20,20,0
2023-01-05,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,66,0,8,8,0
2023-01-05,STR_003,PRD_03_GROC,Grocery,4.5,3.51,0.22,1,0,2239,0,343,343,0
2023-01-05,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,1017,0,134,134,0
2023-01-05,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,351,0,55,55,0
2023-01-05,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,145,3,59,59,0
2023-01-05,STR_003,PRD_07_HOME,Home,35,35,0,0,0,546,0,62,62,0
2023-01-05,STR_003,PRD_08_HOME,Home,150,150,0,0,0,190,0,22,22,0
2023-01-05,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,134,0,17,17,0
2023-01-05,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,79,0,14,14,0
2023-01-05,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1895,0,337,337,0
2023-01-05,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,941,0,144,144,0
2023-01-05,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,367,0,52,52,0
2023-01-05,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,131,2,45,45,0
2023-01-05,STR_004,PRD_07_HOME,Home,35,35,0,0,0,490,0,71,71,0
2023-01-05,STR_004,PRD_08_HOME,Home,150,150,0,0,0,144,0,24,24,0
2023-01-05,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,151,0,9,9,0
2023-01-05,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,68,0,7,7,0
2023-01-05,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2395,0,249,249,0
2023-01-05,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1133,0,122,122,0
2023-01-05,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,409,0,28,28,0
2023-01-05,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,194,0,29,29,0
2023-01-05,STR_005,PRD_07_HOME,Home,35,35,0,0,0,611,0,70,70,0
2023-01-05,STR_005,PRD_08_HOME,Home,150,150,0,0,0,207,0,24,24,0
2023-01-06,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,120,0,28,28,0
2023-01-06,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,61,0,13,13,0
2023-01-06,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1537,0,377,377,0
2023-01-06,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,703,0,167,167,0
2023-01-06,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,307,0,49,49,0
2023-01-06,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,286,0,65,65,0
2023-01-06,STR_001,PRD_07_HOME,Home,35,35,0,0,0,401,0,87,87,0
2023-01-06,STR_001,PRD_08_HOME,Home,150,150,0,0,0,119,0,23,23,0
2023-01-06,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,123,0,18,18,0
2023-01-06,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,80,0,5,5,0
2023-01-06,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2081,0,230,230,0
2023-01-06,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,981,0,126,126,0
2023-01-06,STR_002,PRD_05_FASH,Apparel,45,38.25,0.15,1,0,357,0,53,53,0
2023-01-06,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,163,0,39,39,0
2023-01-06,STR_002,PRD_07_HOME,Home,35,35,0,0,0,549,0,62,62,0
2023-01-06,STR_002,PRD_08_HOME,Home,150,150,0,0,0,168,0,19,19,0
2023-01-06,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,86,0,17,17,0
2023-01-06,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,58,0,4,4,0
2023-01-06,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1896,0,278,278,0
2023-01-06,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,883,0,133,133,0
2023-01-06,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,296,0,45,45,0
2023-01-06,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,86,4,51,51,0
2023-01-06,STR_003,PRD_07_HOME,Home,35,35,0,0,0,484,0,71,71,0
2023-01-06,STR_003,PRD_08_HOME,Home,150,99,0.34,1,0,168,0,47,47,0
2023-01-06,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,117,0,23,23,0
2023-01-06,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,65,0,11,11,0
2023-01-06,STR_004,PRD_03_GROC,Grocery,4.5,3.69,0.18,1,0,1558,0,341,341,0
2023-01-06,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,797,0,180,180,0
2023-01-06,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,0,0,61,0,61
2023-01-06,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,86,3,44,44,0
2023-01-06,STR_004,PRD_07_HOME,Home,35,35,0,0,0,419,0,69,69,0
2023-01-06,STR_004,PRD_08_HOME,Home,150,150,0,0,0,120,0,25,25,0
2023-01-06,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,142,0,13,13,0
2023-01-06,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,61,0,5,5,0
2023-01-06,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2146,0,229,229,0
2023-01-06,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1011,0,119,119,0
2023-01-06,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,381,0,36,36,0
2023-01-06,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,165,0,26,26,0
2023-01-06,STR_005,PRD_07_HOME,Home,35,35,0,0,0,541,0,45,45,0
2023-01-06,STR_005,PRD_08_HOME,Home,150,150,0,0,0,183,0,25,25,0
2023-01-07,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,92,0,25,25,0
2023-01-07,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,48,0,15,15,0
2023-01-07,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1160,4,566,566,0
2023-01-07,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,536,2,235,235,0
2023-01-07,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,258,0,62,62,0
2023-01-07,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,565,0,52,52,0
2023-01-07,STR_001,PRD_07_HOME,Home,35,35,0,0,0,314,3,96,96,0
2023-01-07,STR_001,PRD_08_HOME,Home,150,150,0,0,0,96,4,25,25,0
2023-01-07,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,105,0,15,15,0
2023-01-07,STR_002,PRD_02_ELEC,Electronics,599,449.25,0.25,1,0,75,0,13,13,0
2023-01-07,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1851,0,392,392,0
2023-01-07,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,855,0,197,197,0
2023-01-07,STR_002,PRD_05_FASH,Apparel,45,37.35,0.17,1,0,304,0,58,58,0
2023-01-07,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,124,4,34,34,0
2023-01-07,STR_002,PRD_07_HOME,Home,35,35,0,0,0,487,0,63,63,0
2023-01-07,STR_002,PRD_08_HOME,Home,150,150,0,0,0,149,0,18,18,0
2023-01-07,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,69,4,20,20,0
2023-01-07,STR_003,PRD_02_ELEC,Electronics,599,455.24,0.24,1,0,54,0,15,15,0
2023-01-07,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1618,0,459,459,0
2023-01-07,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,750,0,232,232,0
2023-01-07,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,251,0,58,58,0
2023-01-07,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,35,3,47,35,12
2023-01-07,STR_003,PRD_07_HOME,Home,35,35,0,0,0,413,0,61,61,0
2023-01-07,STR_003,PRD_08_HOME,Home,150,150,0,0,0,121,0,18,18,0
2023-01-07,STR_004,PRD_01_ELEC,Electronics,299,197.34,0.34,1,0,94,2,41,41,0
2023-01-07,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,54,0,13,13,0
2023-01-07,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1217,2,528,528,0
2023-01-07,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,617,3,246,246,0
2023-01-07,STR_004,PRD_05_FASH,Apparel,45,39.15,0.13,1,0,254,0,54,54,0
2023-01-07,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,306,0,56,56,0
2023-01-07,STR_004,PRD_07_HOME,Home,35,35,0,0,0,350,0,75,75,0
2023-01-07,STR_004,PRD_08_HOME,Home,150,150,0,0,0,95,2,19,19,0
2023-01-07,STR_005,PRD_01_ELEC,Electronics,299,260.13,0.13,1,0,129,0,20,,0
2023-01-07,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,56,0,9,9,0
2023-01-07,STR_005,PRD_03_GROC,Grocery,4.5,2.925,0.35,1,0,1917,0,452,452,0
2023-01-07,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,892,0,198,198,0
2023-01-07,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,345,0,36,36,0
2023-01-07,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,139,3,48,48,0
2023-01-07,STR_005,PRD_07_HOME,Home,35,35,0,0,0,496,0,67,67,0
2023-01-07,STR_005,PRD_08_HOME,Home,150,150,0,0,0,158,0,19,19,0
2023-01-08,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,67,2,23,23,0
2023-01-08,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,33,4,14,14,0
2023-01-08,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,594,6,557,557,0
2023-01-08,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,301,3,275,275,0
2023-01-08,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,196,2,56,56,0
2023-01-08,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,513,0,54,54,0
2023-01-08,STR_001,PRD_07_HOME,Home,35,35,0,0,0,218,4,80,80,0
2023-01-08,STR_001,PRD_08_HOME,Home,150,150,0,0,0,71,3,35,35,0
2023-01-08,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,90,0,16,16,0
