store_id,product_id,Rows,MAE,RMSE,R2,WAPE,Bias
S003,P0009,91.0,4.7634783825644895,6.168493191674714,0.9824831929352433,3.882806635734222,-2.942054881465066
S003,P0010,91.0,6.956146966046947,9.499330592207867,0.963442877444692,5.942076165495843,-0.9400413603322831
S003,P0011,91.0,2.674453384693289,3.4399553558979914,0.9930645305103915,2.5131687113495387,0.39646556839623903
S003,P0012,91.0,2.319737958288948,3.0150474426039735,0.9913571491415848,2.9478585980211465,0.04610093297962833
S003,P0013,91.0,4.057866013426754,5.671236758167747,0.9797854021986616,3.569509977978101,2.124800653719396
S003,P0014,91.0,2.893413921677559,3.66942656345409,0.9926630926505154,2.376574301585503,-1.4905217154608255
S003,P0015,91.0,3.1447053741286557,3.8508844757401723,0.9923722689941833,2.782383947940765,1.4538774701696928
S003,P0016,91.0,3.0806058697255656,4.046445184623341,0.9905622863323876,2.8348178192438716,-1.8891219599065878
S003,P0017,91.0,2.152675137695346,2.702087109322682,0.9928017726460195,2.814560884055697,0.6340537604799305
S003,P0018,91.0,2.334831968735342,2.973442952892646,0.9905996951762137,3.119050339913625,0.6006382214154019
S003,P0019,91.0,4.108701577750501,5.04779911156837,0.9837254484722375,3.524621451501655,1.1286407711183095
S003,P0020,91.0,4.22800024863703,6.122516696497894,0.9795056539738453,3.440780027061078,-0.6284118122851687
S004,P0001,91.0,7.052508168767907,8.624919043894872,0.9617523775683533,6.075144295322601,0.40577283286838073
S004,P0002,91.0,3.675827141526038,4.899820951374165,0.9892176277757414,3.376403249004436,-0.7142550536229216
S004,P0003,91.0,2.736576791125065,3.7332876029367763,0.9896495027946431,3.510410036543289,0.7693461852328599
S004,P0004,91.0,5.177038759444455,6.873566468411265,0.9745170613591186,4.264215487956601,1.4672923327403902
S004,P0005,91.0,3.555475226945401,4.422172511876786,0.989020739768416,3.1137354022907466,0.3243702927247721
S004,P0006,91.0,5.807317679872406,7.373593599909304,0.966105810018349,5.1337275001786375,-0.40186079200696284
S004,P0007,91.0,5.575504778553997,7.16136281640262,0.979176829674004,4.683135821011756,0.9716865200158363
S004,P0008,91.0,2.1500235746541154,3.2648708873486925,0.9902376097525909,2.881050585974444,-1.064796625560588
S004,P0009,91.0,2.97367510186642,3.8881390800023947,0.9915665813408607,2.617064161217062,0.22997825122100157
S004,P0010,91.0,3.75263489350952,4.791074244684935,0.9882617992775634,3.2113012536145042,-0.6472149269416386
S004,P0011,91.0,3.5375799879655268,4.828848305176116,0.987535173135732,3.0201686734671447,-0.39446415115073674
S004,P0012,91.0,2.6595506008967287,3.4333461172701187,0.9928393298906069,2.413674126674003,1.6352889379392175
S004,P0013,91.0,3.569689867245356,5.110088016104504,0.9862925025256186,3.125883159346876,-1.114481327040511
S004,P0014,91.0,2.7709378205213753,3.699259305964218,0.9874011511298023,3.6886387019813514,0.4020401378999817
S004,P0015,91.0,2.185476339910334,3.021650106508705,0.9902236021053067,3.10117490927554,-0.5783489133943069
S004,P0016,91.0,3.743037689344622,4.762425195248141,0.9691160097438088,4.983415211856044,1.753497108640794
S004,P0017,91.0,3.7402182115896405,5.0725136122687156,0.9842259624967356,3.1436211069978506,1.4474094712665018
S004,P0018,91.0,3.0900598017662277,3.880994850237864,0.9816129355093062,4.299624494812336,0.8319539882061158
S004,P0019,91.0,3.8803024606274814,5.2404744041611275,0.9819955184991731,3.3164978295961376,-1.244307962841628
S004,P0020,91.0,2.0035574798349205,2.6783253106649068,0.9916614198255693,2.8689808129815537,0.23122963674921315
S005,P0001,91.0,5.892851389524173,7.292267643029639,0.974479357061854,5.1242185995862375,0.2874796376280653
S005,P0002,91.0,4.535427231422205,6.186328570989162,0.9697788387257548,4.688978391949792,-2.2789969761432007
S005,P0003,91.0,3.1114900795358142,4.57373474608008,0.9869055653793888,3.520835578683898,-0.5138118403229277
S005,P0004,91.0,11.612684740750883,14.823698137826902,0.8906427453193824,9.648080995237198,-2.8173781878491644
S005,P0005,91.0,4.602709897262158,5.790449469707528,0.9809214704088317,3.902418714719616,0.8825580200828796
S005,P0006,91.0,3.5808790869965192,4.853008993240162,0.9889321632818674,2.9045369187689034,-1.3911081814628805
S005,P0007,91.0,3.2106238079401432,4.280232789435892,0.9902887795327562,2.8702894834713923,0.4710578107065997
S005,P0008,91.0,3.9438528920528464,4.929966722281782,0.9882421315498766,3.210974440161126,1.4028783124255864
S005,P0009,91.0,2.636094091542929,3.4498299178508938,0.994731670949225,2.2534951839399393,0.7333188816147103
S005,P0010,91.0,3.5865435819380567,5.72874787809643,0.9849975864800614,3.1530814989504696,-1.5684377140522732
S005,P0011,91.0,3.3143589708922567,4.619618504235612,0.9864739526678514,3.509911164333706,0.7720626817000497
S005,P0012,91.0,2.555112655659597,3.414613497844255,0.9886195644715087,3.1829603239565145,0.29860875601481135
S005,P0013,91.0,3.658858947610657,4.940435131373018,0.9870002576515152,3.224444743681675,0.4695679691174699
S005,P0014,91.0,2.876694535613645,3.8200076322571572,0.9843952753965454,3.737567143644228,0.9044843245970162
S005,P0015,91.0,5.722840116234664,7.70731292656724,0.9625642336875613,5.101170051693157,-0.1349223505364923
S005,P0016,91.0,3.3563283052780655,4.023170461486832,0.9914878372684216,3.5090289037259184,-0.1382051418420899
S005,P0017,91.0,4.497239249855554,5.9130014212738775,0.9821272225532748,4.9035318923658675,1.172433003966554
S005,P0018,91.0,3.896598774481223,5.065724271379632,0.9867176742624664,3.10499552082129,-0.6332445007887109
S005,P0019,91.0,2.296013759326767,2.879339608362488,0.9911571189960725,3.0497336461645865,0.5810320265274519
S005,P0020,91.0,2.9567068366180385,3.8722204812573717,0.9876896801671627,3.6105786652206318,0.6023641273485748
