date,protection_end_date,store_id,product_id,protection_period_demand,raw_p90,raw_p95,residual_p90,residual_p95
2023-08-01,2023-08-05,S003,P0002,649.0,776.1252709912118,823.5826181851656,-127.12527099121178,-174.58261818516564
2023-08-01,2023-08-05,S003,P0003,603.0,647.5418165538716,679.4555956890589,-44.54181655387163,-76.4555956890589
2023-08-01,2023-08-05,S003,P0004,813.0,826.8072363787011,876.9707954958983,-13.807236378701077,-63.9707954958983
2023-08-01,2023-08-05,S003,P0005,605.0,596.0410028460627,622.8977453984452,8.958997153937275,-17.89774539844518
2023-08-01,2023-08-05,S003,P0006,405.0,596.2071285568505,652.2753266991226,-191.20712855685053,-247.27532669912262
2023-08-01,2023-08-05,S003,P0007,665.0,846.6977873043807,885.1307740190932,-181.69778730438065,-220.13077401909322
2023-08-01,2023-08-05,S003,P0008,495.0,581.9945131910525,627.8999216414319,-86.99451319105253,-132.8999216414319
2023-08-01,2023-08-05,S003,P0009,591.0,773.8470064840757,805.6995003917102,-182.84700648407568,-214.69950039171022
2023-08-01,2023-08-05,S003,P0010,668.0,764.3556929686315,828.5101021834162,-96.3556929686315,-160.51010218341617
2023-08-01,2023-08-05,S003,P0011,735.0,709.3706463485532,719.6702941962081,25.629353651446763,15.329705803791853
2023-08-01,2023-08-05,S003,P0012,331.0,411.7872330820018,464.65654760843466,-80.78723308200182,-133.65654760843466
2023-08-01,2023-08-05,S003,P0013,858.0,871.407429237644,915.9134180349282,-13.40742923764401,-57.91341803492821
2023-08-01,2023-08-05,S003,P0014,521.0,752.9715789944813,841.1537478728213,-231.97157899448132,-320.1537478728213
2023-08-01,2023-08-05,S003,P0015,780.0,901.4266258228756,967.0835975147249,-121.42662582287562,-187.08359751472494
2023-08-01,2023-08-05,S003,P0016,804.0,735.3767745850777,815.2536406658056,68.62322541492233,-11.25364066580562
2023-08-01,2023-08-05,S003,P0017,414.0,486.04881582999894,555.9555158299635,-72.04881582999894,-141.95551582996347
2023-08-01,2023-08-05,S003,P0018,431.0,501.97963384853097,545.201120866228,-70.97963384853097,-114.20112086622805
2023-08-01,2023-08-05,S003,P0019,619.0,773.5677084487593,828.7232316643635,-154.56770844875928,-209.72323166436354
2023-08-01,2023-08-05,S003,P0020,545.0,630.1308722200943,714.8716217586937,-85.13087222009426,-169.87162175869366
2023-08-01,2023-08-05,S004,P0001,1017.0,925.180209042599,926.7855877195753,91.81979095740098,90.21441228042465
2023-08-01,2023-08-05,S004,P0002,704.0,761.4193310081582,795.3796119385279,-57.419331008158224,-91.37961193852789
2023-08-01,2023-08-05,S004,P0003,371.0,445.6538835274799,489.0522580602902,-74.65388352747988,-118.05225806029023
2023-08-01,2023-08-05,S004,P0004,695.0,771.9555544911258,824.269272991595,-76.95555449112578,-129.26927299159502
2023-08-01,2023-08-05,S004,P0005,632.0,623.7036872865046,660.5738834792495,8.296312713495354,-28.573883479249503
2023-08-01,2023-08-05,S004,P0006,708.0,811.0919669879362,892.5708137553252,-103.09196698793619,-184.57081375532516
2023-08-01,2023-08-05,S004,P0007,616.0,872.9855473531284,929.245155590029,-256.98554735312837,-313.24515559002896
2023-08-01,2023-08-05,S004,P0008,516.0,510.5823308628888,504.3322287985106,5.417669137111204,11.667771201489415
2023-08-01,2023-08-05,S004,P0009,588.0,563.7499733266908,645.1436651488839,24.250026673309208,-57.14366514888388
2023-08-01,2023-08-05,S004,P0010,783.0,799.8693970298956,853.3447633411872,-16.869397029895595,-70.34476334118722
2023-08-01,2023-08-05,S004,P0011,553.0,553.7656293206554,574.2985939447938,-0.765629320655421,-21.298593944793765
2023-08-01,2023-08-05,S004,P0012,600.0,582.6868281621582,608.340990812959,17.313171837841764,-8.340990812959035
2023-08-01,2023-08-05,S004,P0013,753.0,831.8373748420069,893.9091542480422,-78.83737484200685,-140.90915424804223
2023-08-01,2023-08-05,S004,P0014,517.0,510.2367687416704,503.79541403102576,6.763231258329597,13.204585968974243
2023-08-01,2023-08-05,S004,P0015,506.0,477.6156775173558,493.73117927288814,28.384322482644222,12.268820727111859
2023-08-01,2023-08-05,S004,P0016,509.0,527.6429300277568,553.5560485340283,-18.642930027756847,-44.556048534028264
2023-08-01,2023-08-05,S004,P0017,599.0,634.9963478588356,684.4911998276539,-35.996347858835634,-85.49119982765387
2023-08-01,2023-08-05,S004,P0018,415.0,479.0230399200744,543.8438043686443,-64.02303992007438,-128.84380436864433
2023-08-01,2023-08-05,S004,P0019,557.0,580.3921809445199,609.5407034394137,-23.39218094451985,-52.54070343941373
2023-08-01,2023-08-05,S004,P0020,488.0,516.3033051595492,549.0841684908216,-28.303305159549154,-61.08416849082164
2023-08-01,2023-08-05,S005,P0001,839.0,853.4367998461485,923.2190428808924,-14.43679984614846,-84.2190428808924
2023-08-01,2023-08-05,S005,P0002,512.0,529.3598818828314,568.7570239100824,-17.35988188283136,-56.75702391008235
2023-08-01,2023-08-05,S005,P0003,551.0,610.6505451391289,653.4271775277311,-59.650545139128894,-102.42717752773115
2023-08-01,2023-08-05,S005,P0004,759.0,859.7794077055482,879.7192903388519,-100.77940770554824,-120.71929033885192
2023-08-01,2023-08-05,S005,P0005,662.0,824.0564937107355,902.5770273531352,-162.05649371073548,-240.57702735313524
2023-08-01,2023-08-05,S005,P0006,720.0,857.0784465258632,927.7512651497568,-137.07844652586323,-207.75126514975682
2023-08-01,2023-08-05,S005,P0007,724.0,867.4618703358647,977.662875708908,-143.46187033586466,-253.66287570890802
2023-08-01,2023-08-05,S005,P0008,867.0,898.4101366826669,936.6520682032817,-31.410136682666916,-69.65206820328171
2023-08-01,2023-08-05,S005,P0009,882.0,910.882641952092,948.4314914344975,-28.882641952091944,-66.4314914344975
2023-08-01,2023-08-05,S005,P0010,757.0,816.4683680153857,873.1218340308353,-59.46836801538575,-116.12183403083532
2023-08-01,2023-08-05,S005,P0011,538.0,630.1885920438922,657.2511845008177,-92.18859204389219,-119.25118450081766
2023-08-01,2023-08-05,S005,P0012,502.0,498.3172415418903,506.974890034056,3.6827584581096744,-4.9748900340559885
2023-08-01,2023-08-05,S005,P0013,733.0,860.0562380992884,939.2777776895202,-127.05623809928841,-206.27777768952024
2023-08-01,2023-08-05,S005,P0014,422.0,461.67239165857916,486.33845936939963,-39.67239165857916,-64.33845936939963
2023-08-01,2023-08-05,S005,P0015,952.0,907.5842145536415,951.5639613094187,44.41578544635854,0.43603869058131295
2023-08-01,2023-08-05,S005,P0016,710.0,722.0950245119989,716.1318291675933,-12.095024511998872,-6.13182916759331
2023-08-01,2023-08-05,S005,P0017,595.0,657.4770236663464,693.7362290600835,-62.47702366634644,-98.73622906008347
2023-08-01,2023-08-05,S005,P0018,681.0,706.2429770102951,777.3635171229025,-25.242977010295135,-96.36351712290252
2023-08-01,2023-08-05,S005,P0019,533.0,532.5374302311036,517.391726735892,0.462569768896401,15.608273264107993
2023-08-01,2023-08-05,S005,P0020,477.0,658.6389962539466,723.689986512522,-181.63899625394663,-246.68998651252195
2023-08-02,2023-08-06,S001,P0001,503.0,574.6390864407323,638.2899430079754,-71.63908644073229,-135.28994300797535
2023-08-02,2023-08-06,S001,P0002,678.0,672.7531020832129,690.8994438052804,5.246897916787134,-12.899443805280384
2023-08-02,2023-08-06,S001,P0003,588.0,656.2114093700952,707.9027217217869,-68.21140937009523,-119.90272172178686
2023-08-02,2023-08-06,S001,P0004,468.0,582.1994163656904,651.1827459633172,-114.19941636569035,-183.1827459633172
2023-08-02,2023-08-06,S001,P0005,529.0,809.1514254734936,963.6131001396259,-280.15142547349365,-434.6131001396259
2023-08-02,2023-08-06,S001,P0006,550.0,642.4195639917748,658.7233899358325,-92.4195639917748,-108.72338993583253
2023-08-02,2023-08-06,S001,P0007,920.0,956.0591876420272,996.0715413287616,-36.059187642027155,-76.07154132876155
2023-08-02,2023-08-06,S001,P0008,408.0,571.4349947670399,622.7473074933257,-163.43499476703994,-214.7473074933257
2023-08-02,2023-08-06,S001,P0009,669.0,670.8228246654257,719.9850081332968,-1.8228246654257418,-50.98500813329679
2023-08-02,2023-08-06,S001,P0010,437.0,451.64238953219376,456.785558073536,-14.64238953219376,-19.78555807353598
2023-08-02,2023-08-06,S001,P0011,386.0,430.27215776516124,484.221435654232,-44.27215776516124,-98.22143565423198
2023-08-02,2023-08-06,S001,P0012,623.0,796.4904438362189,825.7211495993479,-173.4904438362189,-202.72114959934788
2023-08-02,2023-08-06,S001,P0013,583.0,639.848529360051,656.0732555057248,-56.848529360050975,-73.07325550572477
2023-08-02,2023-08-06,S001,P0014,821.0,888.8928426357193,942.29900499953,-67.89284263571926,-121.29900499952998
2023-08-02,2023-08-06,S001,P0015,546.0,552.3104372208804,637.8866924259987,-6.310437220880431,-91.88669242599872
2023-08-02,2023-08-06,S001,P0016,961.0,1026.7230690646552,1071.1826838027287,-65.72306906465519,-110.18268380272866
2023-08-02,2023-08-06,S001,P0017,564.0,619.2214649504389,660.8487031662067,-55.22146495043887,-96.84870316620675
2023-08-02,2023-08-06,S001,P0018,976.0,973.9901812169985,1022.7419018176225,2.009818783001492,-46.741901817622534
2023-08-02,2023-08-06,S001,P0019,373.0,468.4503817614915,500.79183932679604,-95.45038176149149,-127.79183932679604
2023-08-02,2023-08-06,S001,P0020,541.0,523.1298761897693,529.1449091887516,17.870123810230666,11.855090811248374
2023-08-02,2023-08-06,S002,P0001,622.0,811.2395388973357,904.8151297575578,-189.2395388973357,-282.81512975755777
2023-08-02,2023-08-06,S002,P0002,314.0,504.4218599124521,555.6999380668459,-190.42185991245208,-241.6999380668459
2023-08-02,2023-08-06,S002,P0003,815.0,860.3088276017079,897.6572344505059,-45.30882760170789,-82.65723445050594
2023-08-02,2023-08-06,S002,P0004,750.0,854.379672253056,909.3056490167739,-104.37967225305601,-159.30564901677394
2023-08-02,2023-08-06,S002,P0005,613.0,639.7710166202811,672.6951879957217,-26.771016620281102,-59.69518799572165
2023-08-02,2023-08-06,S002,P0006,516.0,562.0868242173062,608.4740888382818,-46.08682421730623,-92.47408883828177
2023-08-02,2023-08-06,S002,P0007,553.0,652.0210096122267,690.6265153025165,-99.02100961222675,-137.6265153025165
2023-08-02,2023-08-06,S002,P0008,694.0,867.3772699790986,911.9737359631372,-173.37726997909863,-217.9737359631372
2023-08-02,2023-08-06,S002,P0009,845.0,912.0784447100056,932.8828598580553,-67.07844471000556,-87.88285985805533
2023-08-02,2023-08-06,S002,P0010,800.0,841.0428651065083,896.0446373170594,-41.042865106508316,-96.04463731705937
2023-08-02,2023-08-06,S002,P0011,848.0,857.8335442430456,899.0962650507186,-9.833544243045594,-51.09626505071856
2023-08-02,2023-08-06,S002,P0012,495.0,547.6485391005389,585.0571220542013,-52.64853910053887,-90.05712205420127
2023-08-02,2023-08-06,S002,P0013,795.0,856.229322519572,917.3027489580703,-61.22932251957195,-122.30274895807031
2023-08-02,2023-08-06,S002,P0014,571.0,596.5295282178237,656.6712321256202,-25.529528217823668,-85.67123212562024
2023-08-02,2023-08-06,S002,P0015,602.0,604.0732390864837,633.630891364029,-2.0732390864836816,-31.630891364029026
2023-08-02,2023-08-06,S002,P0016,627.0,663.0403444141682,735.9529644825654,-36.0403444141682,-108.95296448256545
2023-08-02,2023-08-06,S002,P0017,574.0,624.4118436773726,676.8143190442693,-50.411843677372644,-102.81431904426927
2023-08-02,2023-08-06,S002,P0018,639.0,696.1274282638745,745.1617113360735,-57.12742826387455,-106.1617113360735
2023-08-02,2023-08-06,S002,P0019,494.0,572.167168284649,637.7027436368314,-78.16716828464905,-143.70274363683143
2023-08-02,2023-08-06,S002,P0020,459.0,486.2757412991159,505.89525443454085,-27.275741299115907,-46.895254434540846
2023-08-02,2023-08-06,S003,P0001,395.0,502.862117292743,641.2163418850506,-107.862117292743,-246.2163418850506
2023-08-02,2023-08-06,S003,P0002,659.0,802.6662272814169,842.2193887740892,-143.66622728141692,-183.21938877408923
2023-08-02,2023-08-06,S003,P0003,580.0,636.4505013301366,694.1137321089495,-56.4505013301366,-114.11373210894953
2023-08-02,2023-08-06,S003,P0004,809.0,873.6352293015516,923.1457120055597,-64.63522930155159,-114.14571200555974
2023-08-02,2023-08-06,S003,P0005,612.0,622.7685301213685,665.8815240009405,-10.768530121368485,-53.881524000940544
2023-08-02,2023-08-06,S003,P0006,431.0,567.6119914915566,619.5475194760776,-136.61199149155664,-188.54751947607758
2023-08-02,2023-08-06,S003,P0007,635.0,821.4298651257722,939.7307369169763,-186.42986512577215,-304.7307369169763
2023-08-02,2023-08-06,S003,P0008,531.0,597.9162692562077,674.826738027695,-66.91626925620767,-143.826738027695
2023-08-02,2023-08-06,S003,P0009,657.0,780.8443717783578,821.0799661923572,-123.84437177835775,-164.07996619235723
2023-08-02,2023-08-06,S003,P0010,682.0,781.1821750792465,835.070292598327,-99.18217507924646,-153.070292598327
2023-08-02,2023-08-06,S003,P0011,584.0,618.8179441998768,689.6126881103207,-34.81794419987682,-105.61268811032073
2023-08-02,2023-08-06,S003,P0012,290.0,384.6481719237619,435.27379268602186,-94.64817192376188,-145.27379268602186
2023-08-02,2023-08-06,S003,P0013,903.0,923.5122574657629,963.0991504047458,-20.5122574657629,-60.09915040474584
2023-08-02,2023-08-06,S003,P0014,708.0,821.4606157329874,874.3253100756459,-113.46061573298743,-166.32531007564592
2023-08-02,2023-08-06,S003,P0015,788.0,806.5493799873359,861.4472193619137,-18.549379987335897,-73.44721936191365
2023-08-02,2023-08-06,S003,P0016,798.0,759.051637654223,807.5147349496453,38.948362345777014,-9.514734949645344
2023-08-02,2023-08-06,S003,P0017,406.0,475.8490249989085,511.6717568625268,-69.84902499890848,-105.67175686252682
2023-08-02,2023-08-06,S003,P0018,378.0,497.91341518596903,524.6400269851478,-119.91341518596903,-146.64002698514776
2023-08-02,2023-08-06,S003,P0019,698.0,848.923929166545,887.676803410563,-150.923929166545,-189.67680341056302
2023-08-02,2023-08-06,S003,P0020,485.0,591.0725496398909,674.3072210891293,-106.0725496398909,-189.30722108912926
2023-08-02,2023-08-06,S004,P0001,1061.0,904.5846564212204,930.0254463174999,156.41534357877958,130.97455368250007
2023-08-02,2023-08-06,S004,P0002,718.0,788.5746001647321,840.6689127947332,-70.57460016473215,-122.66891279473316
2023-08-02,2023-08-06,S004,P0003,471.0,479.40503830428275,514.149355630007,-8.405038304282755,-43.149355630006994
2023-08-02,2023-08-06,S004,P0004,697.0,850.0578253423248,882.5262595076634,-153.0578253423248,-185.52625950766344
2023-08-02,2023-08-06,S004,P0005,723.0,677.7950522348473,703.763065384385,45.204947765152724,19.23693461561504
2023-08-02,2023-08-06,S004,P0006,633.0,776.5926717373382,847.8403435746139,-143.59267173733815,-214.84034357461394
2023-08-02,2023-08-06,S004,P0007,632.0,913.3986927196036,987.6860817362838,-281.39869271960356,-355.68608173628377
2023-08-02,2023-08-06,S004,P0008,436.0,481.68494267946176,496.739492455742,-45.684942679461756,-60.73949245574198
2023-08-02,2023-08-06,S004,P0009,584.0,588.4053607202959,650.6698696188768,-4.405360720295903,-66.66986961887676
2023-08-02,2023-08-06,S004,P0010,812.0,838.4488164777397,866.5109663713597,-26.448816477739683,-54.5109663713597
2023-08-02,2023-08-06,S004,P0011,537.0,556.3486040481686,579.4762728632992,-19.348604048168568,-42.47627286329919
2023-08-02,2023-08-06,S004,P0012,576.0,554.1613181546962,589.8725325775422,21.838681845303768,-13.872532577542188
2023-08-02,2023-08-06,S004,P0013,747.0,842.0222411238282,902.8817493966684,-95.02224112382817,-155.8817493966684
2023-08-02,2023-08-06,S004,P0014,460.0,492.4129502548026,503.7128742848832,-32.41295025480258,-43.712874284883185
2023-08-02,2023-08-06,S004,P0015,397.0,416.39964122745954,452.38771869512743,-19.39964122745954,-55.38771869512743
2023-08-02,2023-08-06,S004,P0016,458.0,524.0897604475607,582.4084329773029,-66.0897604475607,-124.40843297730294
2023-08-02,2023-08-06,S004,P0017,596.0,643.1601634327346,690.2578594042873,-47.160163432734635,-94.25785940428727
2023-08-02,2023-08-06,S004,P0018,461.0,509.957796262358,556.0030567551245,-48.95779626235799,-95.00305675512448
2023-08-02,2023-08-06,S004,P0019,557.0,593.1315076987014,627.5147294655336,-36.1315076987014,-70.5147294655336
2023-08-02,2023-08-06,S004,P0020,502.0,512.182517034708,531.0438506775031,-10.182517034707985,-29.043850677503087
2023-08-02,2023-08-06,S005,P0001,774.0,826.7675914698018,908.8598971553195,-52.7675914698018,-134.85989715531946
2023-08-02,2023-08-06,S005,P0002,428.0,509.9579007097998,560.927912439742,-81.95790070979979,-132.92791243974204
2023-08-02,2023-08-06,S005,P0003,569.0,619.8055056031411,657.0172409063263,-50.805505603141114,-88.01724090632626
2023-08-02,2023-08-06,S005,P0004,720.0,855.7757728538112,957.1578488072903,-135.7757728538112,-237.1578488072903
2023-08-02,2023-08-06,S005,P0005,816.0,917.3565949360997,968.81870173779,-101.35659493609967,-152.81870173778998
2023-08-02,2023-08-06,S005,P0006,678.0,798.6813779392122,868.0539468140938,-120.68137793921221,-190.05394681409382
2023-08-02,2023-08-06,S005,P0007,777.0,923.517976725508,1002.4647678233639,-146.517976725508,-225.4647678233639
2023-08-02,2023-08-06,S005,P0008,797.0,898.0657870626911,952.7903020599546,-101.06578706269113,-155.79030205995457
2023-08-02,2023-08-06,S005,P0009,831.0,900.4678890036168,932.6265763714708,-69.46788900361685,-101.62657637147083
2023-08-02,2023-08-06,S005,P0010,798.0,845.4474205815254,867.83986340204,-47.44742058152542,-69.83986340204001
2023-08-02,2023-08-06,S005,P0011,417.0,560.9921115134979,627.9785130294856,-143.9921115134979,-210.9785130294856
2023-08-02,2023-08-06,S005,P0012,476.0,477.35464916792114,482.6072173766406,-1.3546491679211385,-6.6072173766406195
2023-08-02,2023-08-06,S005,P0013,803.0,886.7920294576874,944.6861791859461,-83.79202945768736,-141.68617918594612
2023-08-02,2023-08-06,S005,P0014,350.0,442.22187070923053,528.6245709627573,-92.22187070923053,-178.62457096275728
2023-08-02,2023-08-06,S005,P0015,889.0,857.1996503968611,882.0792219634216,31.800349603138898,6.92077803657844
2023-08-02,2023-08-06,S005,P0016,616.0,734.407779425946,767.1956824858968,-118.40777942594605,-151.19568248589678
2023-08-02,2023-08-06,S005,P0017,531.0,631.2181560973073,669.4475008953699,-100.21815609730731,-138.4475008953699
2023-08-02,2023-08-06,S005,P0018,699.0,746.685512943291,803.2037339168371,-47.68551294329097,-104.20373391683711
2023-08-02,2023-08-06,S005,P0019,443.0,495.4846834060291,534.92869082727,-52.48468340602909,-91.92869082726997
2023-08-02,2023-08-06,S005,P0020,524.0,637.1535851877563,687.4101984412891,-113.15358518775633,-163.41019844128914
2023-08-03,2023-08-07,S001,P0001,482.0,522.0275740179934,571.2513610927492,-40.0275740179934,-89.25136109274922
2023-08-03,2023-08-07,S001,P0002,641.0,648.6594217997928,683.2216703910047,-7.659421799792767,-42.22167039100475
2023-08-03,2023-08-07,S001,P0003,547.0,595.3854863804612,650.3202513988903,-48.3854863804612,-103.32025139889026
2023-08-03,2023-08-07,S001,P0004,498.0,562.2947527434094,619.099615780994,-64.29475274340939,-121.09961578099399
2023-08-03,2023-08-07,S001,P0005,627.0,785.2416820222019,901.3827457437604,-158.24168202220187,-274.38274574376044
2023-08-03,2023-08-07,S001,P0006,595.0,630.7306153140984,647.9756559305984,-35.73061531409837,-52.97565593059835
2023-08-03,2023-08-07,S001,P0007,784.0,897.9618467558246,963.2704261784563,-113.96184675582458,-179.27042617845632
2023-08-03,2023-08-07,S001,P0008,323.0,564.7035673653011,648.2195776355974,-241.70356736530107,-325.2195776355974
2023-08-03,2023-08-07,S001,P0009,622.0,631.2419942388013,667.769473755079,-9.24199423880134,-45.76947375507905
2023-08-03,2023-08-07,S001,P0010,412.0,432.8924607235454,456.83891657097575,-20.892460723545412,-44.838916570975755
2023-08-03,2023-08-07,S001,P0011,344.0,430.445394231317,476.3374030017986,-86.44539423131698,-132.33740300179858
2023-08-03,2023-08-07,S001,P0012,537.0,725.8990801687856,777.6838993484035,-188.89908016878564,-240.68389934840354
2023-08-03,2023-08-07,S001,P0013,586.0,618.6239151453459,651.2044269929023,-32.623915145345904,-65.20442699290231
2023-08-03,2023-08-07,S001,P0014,779.0,882.9215026871998,975.3590345921109,-103.92150268719979,-196.3590345921109
2023-08-03,2023-08-07,S001,P0015,541.0,536.140885926664,606.4179623194432,4.859114073335945,-65.41796231944318
2023-08-03,2023-08-07,S001,P0016,908.0,943.0574634503923,993.6660380613408,-35.05746345039233,-85.66603806134083
2023-08-03,2023-08-07,S001,P0017,465.0,540.508642222307,608.5300161009006,-75.508642222307,-143.53001610090064
2023-08-03,2023-08-07,S001,P0018,949.0,952.5519510215258,986.931815825936,-3.551951021525838,-37.93181582593604
2023-08-03,2023-08-07,S001,P0019,386.0,449.6290385177266,487.13473086770483,-63.6290385177266,-101.13473086770483
2023-08-03,2023-08-07,S001,P0020,558.0,525.863246802529,531.6764149417388,32.136753197470966,26.323585058261187
2023-08-03,2023-08-07,S002,P0001,590.0,765.5685357812413,855.1429482205561,-175.56853578124128,-265.14294822055615
2023-08-03,2023-08-07,S002,P0002,372.0,511.4282323049106,545.2027534886747,-139.42823230491058,-173.20275348867472
2023-08-03,2023-08-07,S002,P0003,813.0,834.6560406473317,847.1390831105757,-21.65604064733168,-34.13908311057571
2023-08-03,2023-08-07,S002,P0004,851.0,927.5696453702711,901.0700643517848,-76.56964537027113,-50.07006435178482
2023-08-03,2023-08-07,S002,P0005,653.0,683.5065924514682,696.7449880235326,-30.506592451468237,-43.74498802353264
2023-08-03,2023-08-07,S002,P0006,493.0,548.5196601713321,588.4476974506742,-55.519660171332134,-95.44769745067424
2023-08-03,2023-08-07,S002,P0007,555.0,629.8933509673478,675.5666397073818,-74.89335096734783,-120.5666397073818
2023-08-03,2023-08-07,S002,P0008,807.0,917.091226069806,975.5097683361543,-110.091226069806,-168.50976833615425
2023-08-03,2023-08-07,S002,P0009,809.0,853.2889429096878,895.4954955248979,-44.28894290968776,-86.49549552489793
2023-08-03,2023-08-07,S002,P0010,709.0,812.0689261280428,882.6387717046194,-103.06892612804279,-173.63877170461944
2023-08-03,2023-08-07,S002,P0011,781.0,859.942339767134,909.3294593156951,-78.94233976713394,-128.3294593156951
2023-08-03,2023-08-07,S002,P0012,506.0,521.2684955973114,536.2772950534894,-15.268495597311357,-30.27729505348941
2023-08-03,2023-08-07,S002,P0013,868.0,894.0311078296767,922.2594521639612,-26.03110782967667,-54.259452163961214
2023-08-03,2023-08-07,S002,P0014,547.0,623.7322277209717,703.3290926401775,-76.73222772097165,-156.32909264017746
2023-08-03,2023-08-07,S002,P0015,664.0,623.921483465842,636.6464267930357,40.078516534157984,27.353573206964256
2023-08-03,2023-08-07,S002,P0016,566.0,639.8599561754606,709.6005086618617,-73.85995617546064,-143.60050866186168
2023-08-03,2023-08-07,S002,P0017,524.0,588.5852431282347,623.8107861894566,-64.58524312823465,-99.81078618945662
