date,store_id,product_id,category,base_price,actual_price,discount_pct,promotion_flag,is_holiday,stock_level_start,lead_time_days,true_demand,sales_qty,lost_sales_qty,day_of_week,seasonality,lag_1,lag_7,lag_14,lag_28,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_mean_28,demand_std_7,demand_std_14,demand_std_28,predicted_demand,lead_time_days_adj,demand_std,lead_time_demand,safety_stock_90,safety_stock_95,recommended_stock_90,recommended_stock_95,reorder_point_90,reorder_point_95,reorder_flag_90,reorder_flag_95,order_qty_90,order_qty_95
2025-05-28,STR_001,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,188,4,90,90.0,0,Wednesday,5,99.0,101.0,87.0,86.0,108.66666666666667,107.28571428571429,105.78571428571429,100.17857142857143,20.385569125521755,21.494824319530256,18.909244400809015,90.0496117257002,4,18.909244400809015,360.1984469028008,48.40766566607108,62.21141407866166,408.6061125688719,422.4098609814625,408.6061125688719,422.4098609814625,1,1,221,235
2025-05-28,STR_001,PRD_08_HOME,Home,150.0,114.0,0.24,1,0,124,0,43,43.0,0,Wednesday,5,32.0,22.0,28.0,33.0,28.333333333333332,33.285714285714285,30.5,34.107142857142854,11.542880716618962,8.724413138737965,10.563176029522976,44.27233670109049,3,10.563176029522976,132.81701010327146,23.41882569270717,30.096850206643204,156.23583579597863,162.91386030991467,156.23583579597863,162.91386030991467,1,1,33,39
2025-05-28,STR_002,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,173,0,23,23.0,0,Wednesday,5,16.0,18.0,36.0,16.0,17.333333333333332,16.857142857142858,17.714285714285715,20.607142857142858,1.8644544714732676,5.889084706583165,7.738021977675408,16.612141610280265,3,7.738021977675408,49.8364248308408,17.155388435735563,22.047354669363287,66.99181326657636,71.88377950020408,66.99181326657636,71.88377950020408,0,0,0,0
2025-05-28,STR_002,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,305,0,5,5.0,0,Wednesday,5,5.0,15.0,10.0,15.0,6.666666666666667,12.714285714285714,11.357142857142858,10.321428571428571,8.47966755862345,6.00777884025408,4.853815386839837,8.754472366537057,3,4.853815386839837,26.263417099611168,10.761030221524711,13.829605245631367,37.02444732113588,40.09302234524253,37.02444732113588,40.09302234524253,0,0,0,0
2025-05-28,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,3866,0,278,278.0,0,Wednesday,5,280.0,276.0,265.0,290.0,338.3333333333333,328.42857142857144,328.7857142857143,332.17857142857144,92.26024268856207,87.79186800559617,81.68868345916125,274.309558428525,3,81.68868345916125,822.9286752855751,181.10585619798866,232.74932300444632,1004.0345314835638,1055.6779982900214,1004.0345314835638,1055.6779982900214,0,0,0,0
2025-05-28,STR_002,PRD_04_GROC,Grocery,12.0,12.0,0.0,0,0,1098,0,140,140.0,0,Wednesday,5,152.0,149.0,140.0,163.0,169.33333333333334,171.14285714285714,167.42857142857142,160.42857142857142,28.678845696369617,37.51658973700135,40.18331012620045,138.16709977323796,3,40.18331012620045,414.5012993197139,89.08740448624145,114.49123467177124,503.58870380595533,528.9925339914852,503.58870380595533,528.9925339914852,0,0,0,0
2025-05-28,STR_002,PRD_05_FASH,Apparel,45.0,45.0,0.0,0,0,722,0,71,71.0,0,Wednesday,5,68.0,64.0,54.0,62.0,85.66666666666667,72.14285714285714,72.5,66.89285714285714,23.104318293546843,23.047609587380407,18.375384673654057,63.274933035347736,3,18.375384673654057,189.8247991060432,40.738687825140836,52.35557927527865,230.56348693118403,242.18037838132184,230.56348693118403,242.18037838132184,0,0,0,0
2025-05-28,STR_002,PRD_06_FASH,Apparel,95.0,95.0,0.0,0,0,571,0,31,31.0,0,Wednesday,5,25.0,22.0,18.0,31.0,24.0,28.571428571428573,27.142857142857142,29.607142857142858,6.604471789556419,5.572696389984594,8.279109299535275,27.35858619996459,3,8.279109299535275,82.07575859989377,18.354992573710177,23.58903342480722,100.43075117360395,105.664792024701,100.43075117360395,105.664792024701,0,0,0,0
2025-05-28,STR_002,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,1400,0,63,63.0,0,Wednesday,5,69.0,66.0,71.0,69.0,67.66666666666667,67.85714285714286,69.71428571428571,70.10714285714286,5.429197958832447,6.9218558141648225,9.867039353750732,65.34294217649065,3,9.867039353750732,196.02882652947196,21.875473255651645,28.113401176208562,217.9042997851236,224.1422277056805,217.9042997851236,224.1422277056805,0,0,0,0
2025-05-28,STR_002,PRD_08_HOME,Home,150.0,150.0,0.0,0,0,87,3,23,23.0,0,Wednesday,5,18.0,19.0,22.0,13.0,22.0,25.0,24.071428571428573,23.571428571428573,8.869423130433447,8.77465130330007,7.12028178504282,22.084335940125733,3,7.12028178504282,66.2530078203772,15.78584296435377,20.287274747157777,82.03885078473098,86.54028256753499,82.03885078473098,86.54028256753499,0,0,0,0
2025-05-28,STR_003,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,16,5,22,16.0,6,Wednesday,5,26.0,20.0,21.0,23.0,20.0,20.142857142857142,21.5,20.571428571428573,4.488079449260166,6.211032368046267,5.756983337030944,18.81984620551418,5,5.756983337030944,94.09923102757091,16.47744779127651,21.1760950130077,110.57667881884743,115.2753260405786,110.57667881884743,115.2753260405786,1,1,95,100
2025-05-28,STR_003,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,99,0,15,15.0,0,Wednesday,5,7.0,9.0,13.0,10.0,9.0,10.571428571428571,10.642857142857142,10.678571428571429,3.866830866793202,3.387922959280568,3.9445562246626364,9.745683613135128,3,3.9445562246626364,29.237050839405384,8.745179896867535,11.238922601833666,37.98223073627292,40.47597344123905,37.98223073627292,40.47597344123905,0,0,0,0
2025-05-28,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,1329,0,297,297.0,0,Wednesday,5,340.0,306.0,352.0,358.0,389.3333333333333,379.14285714285717,385.5,387.9642857142857,99.28985945440846,86.87015066709114,87.02978721353912,316.8340454112173,3,87.02978721353912,950.5021362336519,192.94721692897022,247.9673217563719,1143.4493531626222,1198.4694579900238,1143.4493531626222,1198.4694579900238,0,0,0,0
2025-05-28,STR_003,PRD_04_GROC,Grocery,12.0,9.6,0.2,1,0,1617,0,187,187.0,0,Wednesday,5,154.0,153.0,148.0,144.0,202.66666666666666,189.71428571428572,186.42857142857142,187.67857142857142,36.858803949279604,42.45670063219026,42.134751709097436,165.65154359473107,3,42.134751709097436,496.9546307841932,93.41379932730413,120.0513280417307,590.3684301114973,617.0059588259239,590.3684301114973,617.0059588259239,0,0,0,0
2025-05-28,STR_003,PRD_05_FASH,Apparel,45.0,30.6,0.32,1,0,1534,0,118,118.0,0,Wednesday,5,138.0,101.0,64.0,73.0,97.0,91.14285714285714,84.5,79.42857142857143,23.681417267754902,20.601530936390986,18.121868457808375,107.57459589759249,3,18.121868457808375,322.7237876927775,40.17663602816507,51.63325489557152,362.90042372094257,374.357042588349,362.90042372094257,374.357042588349,0,0,0,0
2025-05-28,STR_003,PRD_06_FASH,Apparel,95.0,95.0,0.0,0,0,653,0,33,33.0,0,Wednesday,5,28.0,35.0,36.0,30.0,38.0,35.0,35.42857142857143,35.42857142857143,7.118052168020827,6.1358252622085026,7.23893061177644,33.85369437983715,3,7.23893061177644,101.56108313951145,16.048890383439932,20.62533178184273,117.60997352295138,122.18641492135419,117.60997352295138,122.18641492135419,0,0,0,0
